Focal_gamma,Focal_alpha0,Focal_alpha1,N1,N2,N3,N4,Trial,K-fold,RMSE_val,RMSE_test,Mean_P0_val,Mean_P1_val,Mean_P2_val,Mean_P0_test,Mean_P1_test,Mean_P2_test
,,,256,256,128,256,0,0,0.20645908982920705,0.18057207387117982,0.42899733781814575,0.5254110097885132,0.045591674745082855,0.4345853924751282,0.5188143849372864,0.04660030081868172
,,,256,256,128,256,0,1,0.2280813903883731,0.23288603872258404,0.39363449811935425,0.5659433007240295,0.04042217880487442,0.3831971287727356,0.5744634866714478,0.04233940318226814
,,,256,256,128,256,0,2,0.20315593704611018,0.175364798960622,0.48896679282188416,0.4636459946632385,0.04738720506429672,0.5026305317878723,0.4478006362915039,0.049568913877010345
,,,256,256,128,256,0,3,0.22595979143949343,0.18132011397493564,0.4812096059322357,0.4844650626182556,0.03432532772421837,0.4844149947166443,0.4804549813270569,0.035129956901073456
,,,256,256,128,256,0,4,0.22712689426417873,0.18750524114547706,0.40317991375923157,0.5532554984092712,0.043564628809690475,0.4214680790901184,0.5350672602653503,0.04346466064453125
